CODE;DESCRIPTION
"EV014395";"Spanner (fork/snake eye/two hole)"
"EV014396";"Inch"
"EV014397";"Cranked"
"EV014398";"SJO (CA/US)"
"EV014399";"SJOOW (CA/US)"
"EV014400";"SJOW (CA/US)"
"EV014401";"SJT (CA/US)"
"EV014402";"SJTW (CA/US)"
"EV014403";"SOOW (CA/US)"
"EV014404";"SVO (CA/US)"
"EV014405";"SVT (CA/US)"
"EV014406";"Straight shank"
"EV014407";"With hole"
"EV014408";"T-Shank"
"EV014409";"U-Shank"
"EV014410";"Diffuser lens/optic/panel"
"EV014411";"Focal lens"
"EV014412";"Refractor lens"
"EV014413";"Fluorescent lamp D=13 mm"
"EV014414";"Glass matt/satinized"
"EV014415";"Plastic matt/satinized"
"EV014416";"RSC"
"EV014417";"Electronic ballast"
"EV014418";"Hydraulic hand pump"
"EV014422";"G26"
"EV014423";"6:1"
"EV014424";"Flat 5.2x0.5 mm"
"EV014425";"Flat 6.3x0.5 mm"
"EV014426";"Flat 8.0x0.8 mm"
"EV014427";"Round 2 mm"
"EV014429";"1000 kcmil"
"EV014430";"250 kcmil"
"EV014431";"300 kcmil"
"EV014432";"350 kcmil"
"EV014433";"400 kcmil"
"EV014434";"500 kcmil"
"EV014435";"600 kcmil"
"EV014436";"750 kcmil"
"EV014437";"Flat-pin shape"
"EV014438";"Double elbow 45° with enclosure"
"EV014439";"Bend type L (North America)"
"EV014441";"Plug-in to threaded"
"EV014445";"WL (Wire Lead)"
"EV014446";"4.5x15 mm"
"EV014447";"5x15 mm"
"EV014448";"DII, DIII"
"EV014450";"CC"
"EV014451";"K5"
"EV014452";"M (Midget)"
"EV014453";"RK1"
"EV014454";"RK5"
"EV014457";"Escape route lighting"
"EV014458";"Escape route signage"
"EV014459";"Escape route lighting/signage"
"EV014460";"Silver grey"
"EV014461";"Tandem"
"EV014462";"Bottle/skittle"
"EV014463";"Adjustable trim"
"EV014464";"Non-adjustable trim"
"EV014465";"Connection cable with mains plug (2P+E)"
"EV014466";"BSP"
"EV014467";"Solvent-based"
"EV014468";"Start capacitor"
"EV014469";"Sensor (unit)"
"EV014472";"Desk type device (fixed)"
"EV014473";"Desk type device (free standing)"
"EV014474";"T6"
"EV014475";"T6.5"
"EV014476";"T7"
"EV014477";"T8"
"EV014479";"BD17"
"EV014480";"BT37"
"EV014481";"BT56"
"EV014482";"E25"
"EV014483";"ED17"
"EV014484";"ED18"
"EV014485";"ED23.5"
"EV014486";"ED25"
"EV014487";"ED28"
"EV014488";"ED37"
"EV014489";"EDX17"
"EV014490";"T12"
"EV014491";"T14"
"EV014492";"T15"
"EV014493";"T17"
"EV014494";"T21"
"EV014495";"T25"
"EV014496";"T3.5"
"EV014497";"T9"
"EV014498";"TD"
"EV014499";"TD6"
"EV014500";"TD7"
"EV014502";"A19"
"EV014503";"B11"
"EV014504";"BA11"
"EV014505";"BT15"
"EV014506";"F10.5"
"EV014507";"F15"
"EV014508";"G16.5"
"EV014509";"G25"
"EV014510";"T2 3/4"
"EV014511";"T2 7/8"
"EV014512";"T2.5"
"EV014513";"B10.5"
"EV014514";"B13"
"EV014515";"B8"
"EV014516";"B9.5"
"EV014517";"BA9"
"EV014518";"BA9.5"
"EV014519";"CA10"
"EV014520";"CA11"
"EV014521";"CA5"
"EV014522";"CA7"
"EV014523";"CA8"
"EV014524";"F10"
"EV014525";"F20"
"EV014526";"S11"
"EV014527";"A23"
"EV014528";"BT28"
"EV014529";"R40"
"EV014530";"R60"
"EV014533";"A17"
"EV014534";"A20"
"EV014535";"A21"
"EV014536";"A25"
"EV014537";"K16"
"EV014538";"PS25"
"EV014539";"PS30"
"EV014540";"PS35"
"EV014541";"PS40"
"EV014542";"S14"
"EV014543";"2D"
"EV014549";"T5"
"EV014550";"BR20"
"EV014551";"BR30"
"EV014552";"BR38"
"EV014553";"BR40"
"EV014554";"ER30"
"EV014555";"PAR36"
"EV014556";"PAR38"
"EV014557";"PAR46"
"EV014558";"PAR64"
"EV014559";"R16"
"EV014560";"R125"
"EV014561";"T2"
"EV014562";"EYJ"
"EV014563";"EYP"
"EV014564";"EYR"
"EV014565";"EYS"
"EV014566";"MR11"
"EV014567";"MR16"
"EV014568";"ES16"
"EV014569";"PAR16"
"EV014570";"PAR20"
"EV014571";"PAR25"
"EV014574";"PAR56"
"EV014575";"R111"
"EV014577";"E14s"
"EV014578";"E5.5"
"EV014579";"G1.27"
"EV014580";"G2.54"
"EV014581";"G3.17"
"EV014582";"MF6s/8"
"EV014583";"MM3s/6"
"EV014584";"MP screw terminal"
"EV014585";"S15"
"EV014586";"S4S/8"
"EV014587";"S5.5"
"EV014588";"S7d"
"EV014589";"SM4s/7"
"EV014590";"SM5s"
"EV014591";"SV8.5"
"EV014592";"SX3s"
"EV014593";"SX6s"
"EV014594";"T6.0"
"EV014595";"TS1"
"EV014596";"TS2"
"EV014597";"TS3"
"EV014598";"TS5"
"EV014599";"W2.1x4.9d"
"EV014602";"Red/yellow"
"EV014604";"G19"
"EV014605";"G30"
"EV014606";"G40"
"EV014607";"B3 1/4"
"EV014608";"G3 1/2"
"EV014609";"G4 1/2"
"EV014610";"G6"
"EV014611";"HB2"
"EV014612";"R12"
"EV014613";"T1 3/4"
"EV014614";"T2 1/2"
"EV014615";"T3 1/4"
"EV014616";"TL3"
"EV014617";"A16"
"EV014618";"G10"
"EV014619";"G20"
"EV014620";"PAR30"
"EV014621";"R30"
"EV014622";"SLS"
"EV014623";"T16"
"EV014624";"T19"
"EV014625";"T20"
"EV014626";"T23"
"EV014627";"T24"
"EV014629";"DC Bay"
"EV014630";"ED23"
"EV014631";"A-type"
"EV014632";"H40"
"EV014633";"BDTH"
"EV014634";"BCA"
"EV014635";"CYV"
"EV014636";"EBV"
"EV014637";"EBW"
"EV014638";"ECA"
"EV014639";"EHD"
"EV014640";"EHP"
"EV014641";"EPT"
"EV014642";"ETC"
"EV014643";"EVW"
"EV014644";"C-ring"
"EV014645";"E-ring"
"EV014647";"Basic ring"
"EV014648";"Self-locking nut"
"EV014650";"Panoramic"
"EV014658";"Spring pin dual-sided"
"EV014659";"Linchpin"
"EV014660";"Split pin"
"EV014661";"R-shaped spring type"
"EV014662";"Graphics card"
"EV014663";"Address card"
"EV014664";"Licence key"
"EV014665";"IPX8"
"EV014666";"IP69"
"EV014667";"Docking frame"
"EV014668";"Rail bracket"
"EV014669";"Counter frame"
"EV014670";"Terminal block/plug-in"
"EV014671";"C-rail"
"EV014672";"Nickel/gold"
"EV014678";"Liquid crystal polymer"
"EV014679";"Polybutylene terephthalate"
"EV014680";"Locking bolt"
"EV014681";"Rolled"
"EV014682";"Jaw clamp"
"EV014683";"Chrome-vanadium molybdenum (CVM)"
"EV014696";"Foundation box"
"EV014697";"Transmission arm"
"EV014698";"Siren"
"EV014699";"Hood"
"EV014700";"Wall mount box"
"EV014701";"Pan-Tilt-Zoom"
"EV014702";"Standard (Fixed)"
"EV014703";"Reader"
"EV014704";"Enrolment device"
"EV014705";"Biometric and code"
"EV014706";"Data medium and Biometric"
"EV014707";"Data medium and Code"
"EV014708";"Data medium, biometric and code"
"EV014709";"iClass/iClass SE (13.56 MHz)"
"EV014710";"Magnet strip"
"EV014711";"MIFARE (13.56 MHz)"
"EV014712";"Prox/EM (13.56 MHz/125 KHz)"
"EV014714";"Intel Celeron"
"EV014719";"Decoder"
"EV014720";"Encoder"
"EV014722";"Diagnostic/Installation tool"
"EV014723";"I/O or audio device"
"EV014724";"Input device"
"EV014725";"Corrugated metal sheet"
"EV014726";"DW"
"EV014727";"Compressor"
"EV014728";"Filter drier"
"EV014729";"Turned (lathe)"
"EV014730";"Cable to ground rod"
"EV014731";"Cable to rebar"
"EV014732";"Cable to steel"
"EV014733";"Cathodic protection"
"EV014734";"Crankcase heater"
"EV014735";"Screw rivet"
"EV014736";"Percussion rivet"
"EV014737";"Cable to lug or busbar"
"EV014738";"Grounding"
"EV014739";"Industrial"
"EV014740";"Ground rod to busbar"
"EV014741";"Busbar to busbar"
"EV014742";"Lug or busbar to steel"
"EV014743";"Pole"
"EV014744";"Test terminal"
"EV014745";"Wire reel"
"EV014746";"Cross-shaped keys"
"EV014747";"Plastic/stainless steel V2A"
"EV014750";"Aluminium magnesium silicon alloy"
"EV014752";"Copper/bronze"
"EV014758";"1.5 modular units"
"EV014759";"4.5 modular units"
"EV014760";"IPX4W"
"EV014761";"1.6/5.6 plug / 1.6/5.6 socket"
"EV014762";"Terminal/RJ45"
"EV014763";"LSA/RJ45"
"EV014765";"Electronic ignitor"
"EV014766";"Flint ignitor"
"EV014767";"Hammer support"
"EV014769";"Optical remote display"
"EV014770";"Earthing clip"
"EV014771";"Sealing device"
"EV014772";"Voltage limiting device"
"EV014773";"Mast adapter for voltage limiting device"
"EV014774";"Impulse counter"
"EV014775";"Earthing ring"
"EV014776";"Interior and exterior area"
"EV014777";"Earthing module"
"EV014779";"Railway systems"
"EV014780";"Power cables for overhead lines and outdoor switchgears"
"EV014781";"Switchgears"
"EV014782";"S / L"
"EV014783";"Measuring impedance LRM - XC"
"EV014784";"Measuring adapter LR - LRM"
"EV014785";"Operating rod"
"EV014786";"Earthing rod"
"EV014787";"Earth connecting element with wing nut M12"
"EV014788";"Earth connecting element with wing nut M16"
"EV014789";"Earthing clamp"
"EV014790";"Screw clamp"
"EV014791";"T-connection for earthing cartridge"
"EV014792";"USB-Stick"
"EV014793";"Earth-side"
"EV014794";"Phase-side"
"EV014795";"Silicone cable, red"
"EV014796";"Copper alloy"
"EV014797";"Mast adapter"
"EV014798";"Lock-out device"
"EV014799";"Screw-in earthing insert"
"EV014800";"Operating head"
"EV014801";"Oil reservoir"
"EV014802";"Cleaning material"
"EV014803";"Lock-out element"
"EV014804";"Extension prod"
"EV014805";"Remote control panel"
"EV014806";"DIN rail mounting"
"EV014807";"Neck strap"
"EV014808";"In-ear headphone"
"EV014809";"Half-In-ear headphone"
"EV014810";"On-ear headphone"
"EV014811";"Over-ear headphone"
"EV014812";"Freely positionable"
"EV014815";"H-adapter"
"EV014816";"T-adapter"
"EV014817";"Degree of protection (IP)"
"EV014818";"Stainless steel/plastic"
"EV014819";"Max. 33 V AC/70 V DC"
"EV014820";"Radio clock"
"EV014822";"Solid-state drive"
"EV014823";"microSD"
"EV014824";"Action camera"
"EV014825";"12/24 V"
"EV014826";"Current/gas"
"EV014827";"Ironing station"
"EV014828";"Blowing function"
"EV014829";"Suction function"
"EV014830";"Blowing/suction function"
"EV014831";"HDR10"
"EV014832";"Dolby Vision"
"EV014833";"Manufacturer specific"
"EV014834";"Loop amplifier"
"EV014835";"Earthing mortar"
"EV014836";"G-fuse 4.5x15 mm"
"EV014837";"G-fuse 5x15 mm"
"EV014838";"Microphone clamp"
"EV014839";"Microphone boom arm"
"EV014840";"End of line module"
"EV014841";"Barrier boom"
"EV014842";"Fire dome"
"EV014843";"Weekly timer"
"EV014844";"1/2 long"
"EV014845";"Beanie"
"EV014846";"Beret"
"EV014847";"Bouffant cap"
"EV014848";"Bandana"
"EV014849";"Hat"
"EV014850";"16/19/20 mm"
"EV014851";"Message manager"
"EV014852";"Audio expander"
"EV014853";"Quarter sphere-shape"
"EV014854";"Eighth sphere-shape"
"EV014855";"Underpants"
"EV014856";"Undershirt"
"EV014857";"Bra"
"EV014858";"Bodysuit"
"EV014859";"Fire fighting"
"EV014860";"Thread M45"
"EV014861";"Rounded thread"
"EV014862";"Brake pad"
"EV014863";"Terminal block"
"EV014864";"Carbon brush"
"EV014865";"End shield"
"EV014866";"Fan cover"
"EV014867";"Shaft key"
"EV014868";"Sanitary napkin"
"EV014869";"Deodorant"
"EV014870";"Body moisturizer"
"EV014871";"Skin-Sanitizer"
"EV014872";"Body cleanser"
"EV014873";"Contact lens cleaner"
"EV014874";"Lip balm"
"EV014875";"Perfume"
"EV014876";"Barrier cream"
"EV014877";"Shampoo"
"EV014878";"Sunscreen"
"EV014879";"Tampon"
"EV014880";"Solid material"
"EV014881";"Gel/lotion"
"EV014882";"Foam"
"EV014883";"Squeeze action tube"
"EV014884";"Pouch/bag (disposable)"
"EV014885";"Soft drink"
"EV014886";"Coffee"
"EV014887";"Milk"
"EV014888";"Tea"
"EV014889";"Hot chocolate"
"EV014890";"Freeze pop"
"EV014891";"Foil pack"
"EV014892";"Bean"
"EV014893";"Helmet"
"EV014894";"Belt strap"
"EV014895";"Facepiece"
"EV014896";"Facial tissue"
"EV014897";"Bathroom tissue"
"EV014898";"Paper towel"
"EV014899";"Wipers"
"EV014900";"Napkin"
"EV014901";"Toilet seat cover"
"EV014902";"Barrier chain"
"EV014903";"Barrier fencing"
"EV014904";"Rewindable barrier"
"EV014905";"Foldable barrier"
"EV014906";"Flagged cord"
"EV014907";"Guide barrier/separation wall"
"EV014908";"Barrier cone"
"EV014909";"Barrier bar"
"EV014910";"Barrier post"
"EV014911";"Speed hump"
"EV014912";"Barrier sleeve"
"EV014913";"Hand-held traffic signal"
"EV014914";"Emergency push button"
"EV014937";"IP46"
"EV014940";"IP61"
"EV014941";"IP62"
"EV014942";"IP63"
"EV014943";"Network splitter"
"EV014944";"Microphone transmitter"
"EV014945";"Call station module"
"EV014946";"Call station keypad module"
"EV014947";"Roughness of the surface"
"EV014948";"Hardness of the material"
"EV014949";"DC-load meter"
"EV014950";"Belt tension meter"
"EV014952";"Coating thickness gauge"
"EV014953";"IC tester"
"EV014955";"3D glasses"
"EV014957";"Protocol converter"
"EV014958";"#8"
"EV014959";"#10"
"EV014960";"IPX2"
"EV014961";"Info module"
"EV014962";"Call display"
"EV014963";"Mailbox"
"EV014964";"Video module"
"EV014968";"PSTN"
"EV014969";"Main station"
"EV014970";"Substation"
"EV014971";"Half-duplex"
"EV014972";"Full-duplex"
"EV014973";"Anti reflection foil"
"EV014974";"Name card holder"
"EV014975";"Induction loop neckband"
"EV014976";"I-shape"
"EV014977";"L-shape"
"EV014978";"Pocket receiver"
"EV014980";"Wall connection"
"EV014981";"Middle profile"
"EV014982";"Cover for outer corner"
"EV014983";"Tablet computer"
"EV014984";"Screen protector foil"
"EV014985";"Stick"
"EV014986";"A++, A+, A (LED)"
"EV014988";"Electronic button"
"EV014989";"0°"
"EV014991";"Single-Cut"
"EV014992";"Double-Cut"
"EV014993";"Rasp-Cut"
"EV014994";"Curved-Cut"
"EV014995";"Hand file"
"EV014996";"Flat file"
"EV014997";"Knee high"
"EV014998";"Ankle high"
"EV014999";"Calf high"
"EV015000";"High leg"
"EV015001";"Gutter set"
"EV015002";"Lockup frame"
"EV015005";"Flat smooth"
"EV015006";"Flat profiled"
"EV015007";"Flame shaped"
"EV015009";"Telecommunication"
"EV015010";"Semi-outside"
"EV015011";"Scissors"
"EV015012";"Crosswise"
"EV015013";"AR37"
"EV015014";"AR48"
"EV015015";"AR56"
"EV015016";"AR70"
"EV015017";"AR111"
"EV015018";"MR8"
"EV015019";"Suitable for through wiring"
"EV015020";"Through wiring included"
"EV015021";"Middle clamp"
"EV015022";"Termination clamp"
"EV015023";"Profile connector"
"EV015024";"Slide-system middle element"
"EV015025";"Slide-system end element"
"EV015026";"Blue/white"
"EV015027";"NH01"
"EV015028";"NH02"
"EV015029";"NH03"
"EV015030";"NH1C"
"EV015031";"NH2C"
"EV015032";"NH3C"
"EV015033";"UL"
"EV015034";"IEEE"
"EV015035";"Full-range"
"EV015036";"Back-up"
"EV015037";"General purpose"
"EV015038";"Fixed buttonhead"
"EV015039";"Removable buttonhead"
"EV015040";"Double tail"
"EV015041";"Busbar cutter"
"EV015042";"Busbar bender"
"EV015043";"CSA"
"EV015044";"TL"
"EV015045";"TC"
"EV015046";"SL"
"EV015047";"Card encoder"
"EV015048";"Transliteration foot pedal"
"EV015049";"Three pole"
"EV015050";"Hot plate"
"EV015051";"Gas flame"
"EV015052";"Heating coil"
"EV015053";"IP66/IP67/IP69"
"EV015054";"Data slide line protection"
"EV015055";"Quick selection disc "Personenschutz""
"EV015056";"Drawing template"
"EV015057";"Electrical schematic"
"EV015058";"Electrical symbols"
"EV015059";"Housing symbols"
"EV015060";"AUS (AS/NZS 3112) (type I)"
"EV015061";"CH (SEV 1011 type 13) (type J)"
"EV015062";"BE/DE/NL/RU (SCHUKO) (type F)"
"EV015063";"BE/DE/NL/RU/CH (Euro) (type C)"
"EV015064";"FR (earth pin) (type E)"
"EV015065";"IT (S/P 11)"
"EV015066";"IT (S/P 17) (type L)"
"EV015067";"IT (P 30)"
"EV015068";"UK/HK (BS 1363) (type G)"
"EV015069";"USA/CA/CN (NEMA 1-15) (type A)"
"EV015070";"USA/CA (NEMA 5-15) (type B)"
"EV015071";"Short-time delayed"
"EV015072";"Selective"
"EV015073";"Isolating transformer"
"EV015075";"Termination plug"
"EV015076";"Cable splitter"
"EV015077";"Fibre optic interface"
"EV015078";"Call station kit"
"EV015079";"Feedback suppressor"
"EV015080";"Reference electrode"
"EV015081";"Glass electrode"
"EV015082";"Combination electrode"
"EV015083";"pH"
"EV015084";"Redox"
"EV015085";"Steam-sterilisable glass"
"EV015086";"High-alkaline glass"
"EV015087";"High-temperature glass"
"EV015088";"Universal glass"
"EV015089";"Platinum tip"
"EV015090";"Gold tip"
"EV015091";"Screw head PG 13.5"
"EV015092";"Plug head"
"EV015093";"Fixed cable head, plain"
"EV015094";"Fixed cable head PG 13.5"
"EV015095";"DIN plug"
"EV015096";"PTFE ring"
"EV015097";"Zirconium dioxide"
"EV015098";"Annular gap"
"EV015099";"Conductive"
"EV015100";"0.01"
"EV015101";"0.1"
"EV015103";"Stainless steel 316 L (1.4435)"
"EV015106";"G 2 inch"
"EV015107";"Screw connection PG 13.5"
"EV015109";"°C"
"EV015110";"Flat round"
"EV015111";"Auxiliary transformer protection"
"EV015112";"Primary side transformer protection"
"EV015113";"Switchgear protection"
"EV015114";"Potential equalisation terminal"
"EV015115";"Disconnector"
"EV015117";"Earthing cable lug"
"EV015118";"G24d"
"EV015119";"G24q"
"EV015121";"Baby changing"
"EV015122";"Light signal"
"EV015125";"Bend type LB (North America)"
"EV015126";"Bend type LL (North America)"
"EV015127";"Bend type LR (North America)"
"EV015128";"Tile"
"EV015129";"Included"
"EV015130";"Floor stand"
"EV015133";"Thuja"
"EV015134";"Resin floor adapter ring"
"EV015135";"Inlet fitting"
"EV015136";"Sand trap / Sediment trap"
"EV015138";"Water trap"
"EV015140";"Drain cleaning plug"
"EV015141";"Rat barrier"
"EV015142";"Cutting template for waterproof layer"
"EV015143";"EN 10025-2"
"EV015144";"EN 10025-3"
"EV015145";"S235J0 (1.0114)"
"EV015146";"S235J2 (1.0117)"
"EV015147";"S275J0 (1.0143)"
"EV015148";"S355J0 (1.0553)"
"EV015149";"S355K2 (1.0596)"
"EV015150";"S450J0 (1.0590)"
"EV015151";"S275N (1.0490)"
"EV015152";"S275NL (1.0491)"
"EV015153";"S355N (1.0545)"
"EV015154";"S355NL (1.0546)"
"EV015155";"S420N (1.8902)"
"EV015156";"S420NL (1.8912)"
"EV015157";"S460N (1.8901)"
"EV015158";"S460NL (1.8903)"
"EV015159";"2.1"
"EV015160";"2.2"
"EV015161";"3.1"
"EV015162";"3.2"
"EV015170";"With 45° eyelet"
"EV015171";"With cladding hook"
"EV015172";"With clip for modular ceiling"
"EV015173";"With decorative end"
"EV015174";"With magnetic end"
"EV015175";"With horizontal cable clip"
"EV015176";"With powder nailer end"
"EV015177";"With gas nailer end"
"EV015178";"With channel nut end"
"EV015179";"With cable tray hook"
"EV015180";"Tapped end"
"EV015181";"Clip for signpost"
"EV015182";"Quarter-turn"
"EV015183";"Channel nut"
"EV015184";"Clip for rectangular ventilation duct"
"EV015185";"Clip for plenum"
"EV015186";"&gt;2"
"EV015187";"Chequered"
"EV015189";"Flowers"
"EV015190";"Hearts"
"EV015191";"Spheres"
"EV015192";"Low (30-50 cm)"
"EV015193";"Plinth (&lt;30 cm)"
"EV015194";"Square straight"
"EV015195";"Square conical"
"EV015196";"Round straight"
"EV015197";"Round conical"
"EV015198";"Rectangular straight"
"EV015199";"Rectangular conical"
"EV015200";"Oval straight"
"EV015201";"Oval conical"
"EV015202";"Full"
"EV015203";"Clog"
"EV015204";"EN 10210-1/2"
"EV015206";"S235JRH"
"EV015207";"S275J0H"
"EV015208";"S275J2H"
"EV015209";"S275NH"
"EV015210";"S275NLH"
"EV015211";"S355J0H"
"EV015212";"S355J2H"
"EV015213";"S355NH"
"EV015214";"S355NLH"
"EV015215";"S460NH"
"EV015216";"S460NLH"
"EV015217";"EN 10025-4"
"EV015218";"EN 10025-5"
"EV015219";"EN 10025-6"
"EV015220";"S275M"
"EV015221";"S275ML"
"EV015222";"S355M"
"EV015223";"S355ML"
"EV015224";"S420M"
"EV015225";"S420ML"
"EV015226";"S460M"
"EV015227";"S460ML"
"EV015228";"S235J0W"
"EV015230";"S355J0W"
"EV015231";"S235J2W"
"EV015232";"S355J0WP"
"EV015233";"S355J2WP"
"EV015234";"S355J2W"
"EV015235";"S355K2W"
"EV015236";"S460Q"
"EV015237";"S460QL"
"EV015238";"S460QL1"
"EV015239";"S500Q"
"EV015240";"S500QL"
"EV015241";"S500QL1"
"EV015242";"S550Q"
"EV015243";"S550QL"
"EV015244";"S550QL1"
"EV015245";"S620Q"
"EV015246";"S620QL"
"EV015247";"S620QL1"
"EV015248";"S690Q"
"EV015249";"S690QL"
"EV015250";"S690QL1"
"EV015251";"S890Q"
"EV015252";"S890QL"
"EV015253";"S890QL1"
"EV015254";"S960Q"
"EV015255";"S960QL"
"EV015257";"Torx TTAP"
"EV015258";"Wood fibre"
"EV015259";"Paper wool"
"EV015260";"Perlite"
"EV015261";"T(1)"
"EV015262";"T(2)"
"EV015263";"Factory made Mineral Wool (MW) according to EN 13162 + A1"
"EV015264";"Factory made Expanded Polystyrene (EPS) according to EN 13163:2013 + A2:2016"
"EV015266";"Factory made Extruded Polystyrene Foam (XPS) according to EN 13164 + A1"
"EV015267";"Factory made Rigid Polyurethane Foam (PU) according to EN 13165:2013 + A2:2016"
"EV015269";"R39"
"EV015270";"R45"
"EV015271";"R50"
"EV015272";"R63"
"EV015273";"R65"
"EV015274";"R80"
"EV015275";"R90"
"EV015276";"R95"
"EV015277";"Access module for mailman"
"EV015278";"Demonstration case"
"EV015279";"To profile"
"EV015280";"To panel"
"EV015281";"To substructure"
"EV015282";"Alignment set"
"EV015283";"Alignment spanner"
"EV015284";"Ballast carrier"
"EV015285";"Tile clamp"
"EV015286";"Free standing model (monobloc)"
"EV015289";"Aerogel"
"EV015290";"OM5"
"EV015291";"Singlemode and Multimode 50/125"
"EV015292";"DCL"
"EV015293";"0.2"
"EV015294";"0.2S"
"EV015295";"0.5"
"EV015296";"0.5S"
"EV015298";"EVA/PVC"
"EV015299";"FPO/TPO"
"EV015300";"Slate premiums/granules"
"EV015301";"Characterized"
"EV015302";"NOX reducing surface"
"EV015303";"BROOF (t1)"
"EV015304";"BROOF (t2)"
"EV015305";"BROOF (t3)"
"EV015306";"BROOF (t4)"
"EV015307";"Welding with hot air"
"EV015309";"Self-adhesive joint"
"EV015310";"Two-point / three-point"
"EV015311";"Sliding field"
"EV015312";"SMB male"
"EV015313";"SMB female"
"EV015314";"Smooth edge"
"EV015316";"Distemper (lime paint)"
"EV015317";"R32"
"EV015318";"Clamp bush / end bush / axle bush"
"EV015319";"Cement additive"
"EV015321";"Green/white"
"EV015322";"Nickel silver"
"EV015323";"Wrought iron"
"EV015324";"Type A - Direct release"
"EV015325";"Type B - Indirect release"
"EV015328";"Combination MIFARE - Prox/EM"
"EV015329";"Mounted on sliding rod"
"EV015330";"Grooving"
"EV015333";"Without hole"
"EV015335";"Latch"
"EV015337";"Roller pin"
"EV015338";"Hook latch"
"EV015339";"Compass bolt"
"EV015340";"Bolt locking bar"
"EV015341";"Latchbolt"
"EV015342";"Hook bolt"
"EV015344";"Pivot hook deadbolt"
"EV015345";"Round bolt"
"EV015346";"Duo round bolt"
"EV015348";"Massive deadbolt"
"EV015349";"Massive deadbolt and latchbolt"
"EV015350";"Massive deadbolt and latchpin"
"EV015351";"Pivot hook"
"EV015352";"Pivot hook and round bolt"
"EV015353";"Pivot hook and duo round bolt"
"EV015354";"Pivot hook and massive deadbolt"
"EV015355";"Pivot deadbolt"
"EV015356";"Pivot deadbolt and round bolt"
"EV015357";"Pivot deadbolt and duo round bolt"
"EV015358";"Flat forend angular"
"EV015359";"Flat forend rounded"
"EV015360";"U forend"
"EV015361";"Angle forend"
"EV015364";"Flanged strike plate"
"EV015370";"Half open"
"EV015371";"Hinge side"
"EV015372";"Opposite hinge side"
"EV015373";"Hinge side and opposite hinge side"
"EV015377";"Flat conical"
"EV015385";"Screw-on"
"EV015386";"For screw in"
"EV015387";"For weld-in"
"EV015396";"1 sealing lip"
"EV015397";"2 sealing lips"
"EV015398";"Hose profile"
"EV015401";"9 mm"
"EV015406";"Square backplate"
"EV015407";"Door handle escutcheon"
"EV015408";"Cylinder escutcheon"
"EV015409";"Opposite escutcheon"
"EV015410";"Warded lock"
"EV015411";"Profile double cylinder"
"EV015412";"WC/Bath 7 mm"
"EV015413";"WC/Bath 8 mm"
"EV015414";"WC/bath 9 mm"
"EV015415";"Round cylinder 43 mm"
"EV015416";"Round cylinder 22 mm"
"EV015417";"Chubb"
"EV015420";"M23 x 1.0"
"EV015421";"M29 x 1.0"
"EV015422";"Invisible"
"EV015423";"Door handle two-sided"
"EV015425";"Alternate set"
"EV015437";"Door handle"
"EV015458";"Door handle actuation"
"EV015459";"Single-throw"
"EV015460";"Double-throw"
"EV015462";"3 mm protruding"
"EV015463";"5 mm protruding"
"EV015464";"Without deadbolt"
"EV015465";"Standard deadbolt"
"EV015466";"Die-cast"
"EV015467";"Main lock"
"EV015468";"Main lock with top lock"
"EV015469";"Multi-point locking"
"EV015470";"Without latch"
"EV015471";"Standard latch"
"EV015472";"Silent latch"
"EV015473";"Roller latch"
"EV015474";"Crank latch"
"EV015475";"Cross latch"
"EV015476";"Control latch"
"EV015477";"Blocking latch"
"EV015478";"Bond latch"
"EV015481";"With latch holdback"
"EV015482";"Key-controlled latch holdback"
"EV015483";"Controlled latch holdback"
"EV015484";"Clamping follower"
"EV015485";"Special follower"
"EV015486";"Ball-bearing follower"
"EV015487";"Self-tensioning follower"
"EV015488";"Split follower"
"EV015489";"Angled forend angular"
"EV015490";"Angled forend rounded"
"EV015492";"Resistance class WK 1"
"EV015493";"Resistance class WK 2"
"EV015494";"Resistance class WK 3"
"EV015495";"Resistance class WK 4"
"EV015496";"Resistance class WK 5"
"EV015497";"Resistance class WK 6"
"EV015498";"Resistance class RC 1 N"
"EV015499";"Resistance class RC 2 N"
"EV015500";"Resistance class RC 3"
"EV015501";"Resistance class RC 4"
"EV015502";"Resistance class RC 5"
"EV015503";"Resistance class RC 6"
"EV015504";"Class A"
"EV015505";"Stainless steel 416 (1.4005)"
"EV015507";"Mushroom pin"
"EV015520";"Let on"
"EV015526";"Hinge forend"
"EV015530";"Keep switching lock"
"EV015531";"Keep switching lock with top lock"
"EV015532";"Keep switching lock with top and low lock"
"EV015533";"Lever actuation for espagnolette lock"
"EV015536";"Drilling in"
"EV015537";"Milling in"
"EV015538";"5-part"
"EV015540";"Folded joint and flush-integrated"
"EV015542";"Two-dimensional"
"EV015543";"1 star"
"EV015544";"2 stars"
"EV015545";"3 stars"
"EV015547";"Running rail"
"EV015549";"Dynamic pressure measurement"
"EV015550";"Static pressure measurement"
"EV015551";"Anemometric"
"EV015553";"Syringe"
"EV015554";"24 - 125 V DC / 24 - 240 V AC"
"EV015555";"NO Normaly open"
"EV015556";"NC normaly closed"
"EV015557";"NO / NC (depends on mounting)"
"EV015558";"Safety position adjustable"
"EV015559";"Outer door"
"EV015561";"Cover angle"
"EV015562";"Door leaf mounting"
