CODE;DESCRIPTION
"EV006321";"15x2.5 mm²"
"EV006325";"3-pole"
"EV006326";"3x1-pole"
"EV006328";"4x1-pole"
"EV006333";"Acoustic sensor"
"EV006335";"American National Standard"
"EV006336";"AMP-ACO"
"EV006337";"Surface mounted housing"
"EV006338";"Surface mounted housing presence indicator"
"EV006339";"Surface mounted frame"
"EV006340";"Surface mounted frame with loose bottom plate"
"EV006342";"Off switch 2x1-pole"
"EV006343";"Off switch 3x1-pole"
"EV006345";"Basic element with central cover plate"
"EV006346";"Basic element with adapter plate"
"EV006347";"Basic element with housing top"
"EV006348";"Basic element with complete housing"
"EV006349";"Basic element with full cover plate"
"EV006350";"Control end-piece"
"EV006351";"Control element"
"EV006352";"Mounting with claw"
"EV006353";"Mounting with claw and screw"
"EV006354";"Mounting with screw"
"EV006356";"Lighting cap flat"
"EV006357";"Lighting bonnet high"
"EV006358";"Imprintable sheet"
"EV006359";"Imprintable label snap-in in intermediate ring"
"EV006360";"Imprinting aid"
"EV006361";"Biometric"
"EV006362";"Aperture"
"EV006363";"Bluetooth interface"
"EV006364";"Bottom plate for wall sender"
"EV006365";"British Standard"
"EV006366";"CO2-Sensor"
"EV006367";"Code lock"
"EV006369";"Data"
"EV006370";"Data rail cover"
"EV006371";"Continuance"
"EV006372";"Ceiling-/installation bracket"
"EV006373";"Dimmer incl. transformer"
"EV006374";"3-pole switch"
"EV006375";"Three-part rocker"
"EV006376";"Dupline"
"EV006378";"Corner adapter"
"EV006379";"EDP (Electronic data processing)"
"EV006380";"One"
"EV006382";"Miniature fuse"
"EV006383";"Remote control"
"EV006385";"Blade terminal"
"EV006386";"Radio module"
"EV006387";"Radio interface manufacturer specific"
"EV006388";"For data connection housing"
"EV006392";"For spacer ring"
"EV006394";"Housing base"
"EV006395";"Glossy"
"EV006396";"Glass-breakage sensor"
"EV006398";"Manual transmitter"
"EV006399";"Manual transmitter for movement sensor"
"EV006400";"Brightness sensor"
"EV006401";"HNA"
"EV006402";"IHC"
"EV006403";"Inductive load"
"EV006404";"IP00"
"EV006405";"IP20"
"EV006406";"IP21"
"EV006407";"IP23"
"EV006408";"IP24"
"EV006409";"IP2X"
"EV006410";"IP30"
"EV006411";"IP31"
"EV006412";"IP32"
"EV006413";"IP34"
"EV006414";"IP3X"
"EV006415";"IP40"
"EV006416";"IP41"
"EV006417";"IP42"
"EV006418";"IP44"
"EV006419";"IP54"
"EV006420";"IP55"
"EV006421";"IP65"
"EV006422";"IP66"
"EV006423";"IP67"
"EV006425";"Capacitive load"
"EV006426";"No special power supply"
"EV006428";"Clamp mounting"
"EV006429";"Combination switch/button"
"EV006430";"Complete housing"
"EV006431";"Complete device"
"EV006432";"Control"
"EV006435";"Intermediate switch"
"EV006436";"Laser"
"EV006437";"Print panel-solder connection"
"EV006438";"Mast fastening"
"EV006439";"Several"
"EV006440";"Several closing devices"
"EV006441";"Multiple interface"
"EV006442";"Multiple sensor"
"EV006451";"With indication plate"
"EV006455";"Mounting housing"
"EV006456";"Mounting frame"
"EV006457";"NEMA"
"EV006458";"Rain sensor"
"EV006462";"Resistive"
"EV006463";"Resistive load"
"EV006465";"Without indication field"
"EV006466";"Orientation"
"EV006467";"PHC"
"EV006471";"DRA (DIN-rail adapter)"
"EV006473";"Relay and HVAC-relay"
"EV006476";"Template"
"EV006477";"Switch/dimmer"
"EV006478";"Circuit 0 - 1- 1+2 - 1+2+3"
"EV006479";"Circuit 0 - 1 - 2 - 3"
"EV006480";"Circuit 2 - 1 -3"
"EV006481";"Slide"
"EV006482";"With pull relief and suspension"
"EV006483";"Normally open contact with feedback contacts"
"EV006485";"Ethernet interface"
"EV006486";"Protective cover"
"EV006487";"Transmitter insert"
"EV006493";"Memory medium"
"EV006494";"Push-in clamp"
"EV006495";"Level switch"
"EV006496";"SV"
"EV006497";"Symbol "1""
"EV006498";"Symbol "rotational speed""
"EV006499";"Symbol "3-level switch""
"EV006500";"Symbol "arrows""
"EV006502";"System-insert"
"EV006506";"Button"
"EV006507";"Button, alternating"
"EV006508";"Tracer push button"
"EV006509";"1-pole switch and push switch"
"EV006510";"2-pole switch and push switch"
"EV006511";"TCP/IP"
"EV006512";"TERKO"
"EV006513";"Inkjet"
"EV006514";"Inkjet and laser"
"EV006515";"Supporting plate"
"EV006516";"Foot controller"
"EV006518";"UIP"
"EV006519";"Ultrasonic"
"EV006523";"Vending aid/display"
"EV006524";"Extended pipe in-lead"
"EV006527";"Wall-mounted transmitter"
"EV006528";"Wall-mounted transmitter complete"
"EV006529";"Wall-mounted transmitter insert"
"EV006530";"Alternating-/alternating switch"
"EV006531";"Rocker/button"
"EV006532";"Rocker with mouth rod guiding"
"EV006534";"WSV"
"EV006536";"Decorative square"
"EV006537";"Decorative ring"
"EV006538";"ZSV"
"EV006539";"Support antenna"
"EV006540";"Two-part rocker"
"EV006541";"Adapter plug"
"EV006547";"Multi mode 200/300"
"EV006548";"Multi mode 980/1000"
"EV006549";"0 V ... 10 V"
"EV006550";"0 V ... 10 V / 0 mA ... 20 mA"
"EV006551";"0 mA ... 20 mA"
"EV006552";"0 mA ... 20 mA / 4 mA ... 20 mA"
"EV006553";"-10V ... +10 V"
"EV006554";"4 mA ... 20 mA"
"EV006555";"Active tristimulus method"
"EV006557";"Anticoincidence"
"EV006558";"AS-Interface"
"EV006559";"AS-Interface Safety at Work"
"EV006561";"ATEX gas-ex-protection, Cat. 1G"
"EV006562";"ATEX gas-ex-protection, Cat. 2G"
"EV006563";"ATEX gas-ex-protection, Cat. 3G"
"EV006564";"ATEX dust-ex-protection, Cat. 1D"
"EV006565";"ATEX dust-ex-protection, Cat. 2D"
"EV006566";"ATEX dust-ex-protection, Cat. 3D"
"EV006567";"Bit parallel"
"EV006569";"Blue light"
"EV006573";"Bus cap"
"EV006574";"CANOpen"
"EV006575";"CuSn"
"EV006576";"CuZn"
"EV006577";"Roof plunger"
"EV006578";"DeviceNet"
"EV006579";"DeviceNet Safety"
"EV006580";"Double-layer"
"EV006581";"Rotary current asynchronous motor"
"EV006582";"Rotary current synchronous motor"
"EV006584";"Dark switching"
"EV006589";"One-way system"
"EV006590";"Single cores"
"EV006591";"Receiver"
"EV006598";"Direct current motor"
"EV006599";"Green light"
"EV006601";"Light-/dark switching"
"EV006602";"Light switching"
"EV006603";"High pressure gas discharge lamp"
"EV006604";"Infrared light"
"EV006605";"INTERBUS"
"EV006606";"IP10"
"EV006607";"IP12"
"EV006608";"IP22"
"EV006609";"IP33"
"EV006610";"IP43"
"EV006611";"IP45"
"EV006612";"IP50"
"EV006613";"IP52"
"EV006614";"IP53"
"EV006615";"IP56"
"EV006616";"IP57"
"EV006617";"IP58"
"EV006618";"IP64"
"EV006619";"IP68"
"EV006620";"IPX0"
"EV006621";"IPX4"
"EV006622";"IPX7"
"EV006623";"Cable axial"
"EV006624";"Cable with connector"
"EV006625";"Cable radial"
"EV006626";"Class 1"
"EV006627";"Class 2"
"EV006628";"Class 3"
"EV006629";"Capacitor motor"
"EV006630";"Spherical plunger"
"EV006631";"Laser diode, infrared light"
"EV006632";"Laser diode, red light"
"EV006633";"Light delay time"
"EV006634";"Linear motor"
"EV006636";"Magnetostrictional"
"EV006637";"Manual adjustment"
"EV006638";"Multi-core"
"EV006639";"Multi-coloured LED"
"EV006640";"Multilayer"
"EV006642";"Metallic Target"
"EV006643";"NAMUR"
"EV006645";"Not flat"
"EV006646";"Low-pressure gas discharge lamp"
"EV006648";"NPN/NPN"
"EV006649";"Breaker contact (NC)"
"EV006650";"Optocoupler"
"EV006652";"Parameterization"
"EV006653";"Passive tristimulus method"
"EV006654";"PNP/PNP"
"EV006655";"Potentiometric"
"EV006658";"Profile"
"EV006659";"PROFIsafe"
"EV006660";"Programmable/configurable"
"EV006661";"PTE/FEP"
"EV006662";"PUR vulcanized"
"EV006663";"Quartz glass"
"EV006664";"Quasi-flat"
"EV006666";"Reflection system"
"EV006667";"Relay contact"
"EV006668";"Polarized red light"
"EV006669";"Polarity free red light"
"EV006673";"S 232"
"EV006674";"SafetyBUS p"
"EV006675";"Normally open contact (NO)"
"EV006676";"Stepping motor"
"EV006677";"Safety class 0"
"EV006678";"Safety class 1"
"EV006679";"Safety class 2"
"EV006680";"Safety class 3"
"EV006681";"Transmitter"
"EV006682";"Transmitter and receiver"
"EV006683";"Transmitter and receiver separated"
"EV006684";"Transmitter and receiver in one housing"
"EV006686";"Sine-shaped"
"EV006688";"Special construction"
"EV006689";"Split pole motor"
"EV006691";"SSD"
"EV006692";"SSI"
"EV006693";"Axial plug"
"EV006698";"Radial plug"
"EV006699";"Connector 1/2 inch"
"EV006700";"Connector 3/4 inch"
"EV006701";"Connector 7/8 inch"
"EV006702";"Connector M12"
"EV006703";"Connector M8"
"EV006707";"Teach-In"
"EV006709";"Transponder"
"EV006711";"Triangulation"
"EV006713";"Universal motor"
"EV006714";"UV LED"
"EV006715";"Valve connector"
"EV006719";"Change-over contact (NO/NC)"
"EV006720";"White light"
"EV006721";"Vaulted cam"
"EV006723";"Zinc"
"EV006724";"Forced contact opening"
"EV006726";"Cylinder plain"
"EV006727";"Cylinder, screw-thread"
"EV006730";"Ethylene-propylene diene monomer rubber (EPDM)"
"EV006731";"Galvanic tinned"
"EV006738";"N(A)2XY"
"EV006739";"N(A)2YY"
"EV006740";"N(A)YCWY"
"EV006741";"N(A)YY"
"EV006742";"Eightfold"
"EV006747";"Polished"
"EV006748";"PVC, UV-stabilized"
"EV006749";"Single module length"
"EV006751";"2G10 (4-pins)"
"EV006752";"2G7 (4-pins)"
"EV006753";"2GX13"
"EV006754";"Double module length"
"EV006756";"Triple module length"
"EV006763";"Dimming/screen"
"EV006771";"Amber"
"EV006772";"Balance weight"
"EV006780";"Decor element"
"EV006781";"Through-wiring"
"EV006784";"Power supply system"
"EV006788";"Electronic ballast 1-10 V"
"EV006789";"Electronic ballast multiwatt"
"EV006792";"Colour filter"
"EV006793";"Filter"
"EV006795";"G9"
"EV006796";"Perforated"
"EV006797";"Glass clear"
"EV006798";"Glass opal"
"EV006799";"Glass structured"
"EV006800";"Glass transparent"
"EV006802";"GX24q-5 (4-pins)"
"EV006803";"GX24q-6 (4-pins)"
"EV006806";"HV halogen lamp"
"EV006807";"IK01"
"EV006808";"IK02"
"EV006809";"IK03"
"EV006810";"IK04"
"EV006811";"IK05"
"EV006812";"IK06"
"EV006813";"IK07"
"EV006814";"IK08"
"EV006815";"IK09"
"EV006820";"Plastic, clear"
"EV006821";"Plastic, opal"
"EV006822";"Plastic, structured"
"EV006823";"Plastic, transparent"
"EV006826";"Coupler/connector flexible"
"EV006827";"Coupler/connector straight"
"EV006829";"Coupler/connector L-shape"
"EV006830";"Coupler/connector T-shape"
"EV006831";"Food products filter"
"EV006833";"Empty tube"
"EV006834";"Luminaire connection adapter"
"EV006835";"Fluorescent lamp D=16 mm"
"EV006836";"Fluorescent lamp D=26 mm"
"EV006837";"Fluorescent lamp D=38 mm"
"EV006838";"Fluorescent lamp D=7 mm"
"EV006839";"Fluorescent lamp ring-shaped"
"EV006840";"Lens"
"EV006841";"Magnifier luminaire"
"EV006842";"Magnetic transformer"
"EV006845";"Mixed light lamp"
"EV006849";"Low pressure sodium-vapour lamp"
"EV006850";"LV halogen lamp"
"EV006851";"Without reflector"
"EV006852";"P13.5"
"EV006853";"P30"
"EV006854";"P45"
"EV006855";"P60"
"EV006857";"PAR reflector"
"EV006858";"Pendant adaptor"
"EV006859";"Mercury vapour lamp"
"EV006860";"Grid"
"EV006863";"RGB"
"EV006864";"R-butt/reflector lamp"
"EV006865";"Tube light complete"
"EV006867";"Screen"
"EV006868";"Screw ring"
"EV006869";"Desk luminaire"
"EV006870";"Protective basket"
"EV006871";"Protective tube"
"EV006873";"Stand (base)"
"EV006874";"Socket outlet element"
"EV006877";"Symmetric/asymmetric"
"EV006878";"T4.6"
"EV006879";"T5.5K"
"EV006880";"T6.8"
"EV006887";"Closure"
"EV006889";"Living room luminaire"
"EV006892";"2 1/2 inch"
"EV006893";"3 1/2 inch"
"EV006894";"4 inch"
"EV006901";"Continuously galvanized and coated"
"EV006902";"Galvanic/electrolytic zinc plated and coated"
"EV006903";"Galvanic/electrolytic zinc plated and hostaflon coated"
"EV006904";"GRP (Glass fiber reinforced plastic)"
"EV006905";"Wet"
"EV006906";"Wet varnished"
"EV006908";"Stainless steel V4A"
"EV006909";"Stainless steel V2A"
"EV006911";"System independent"
"EV006912";"Hot-dip galvanized and coated"
"EV006913";"Base unit and cover"
"EV006914";"Copper-plated"
"EV006916";"0.01 µA"
"EV006917";"0.01 mV"
"EV006918";"0.01 Ohm"
"EV006919";"0.01 Ix"
"EV006920";"0.1 µA"
"EV006921";"0.1 mV"
"EV006922";"0.1 Ohm"
"EV006923";"0.1 Ix"
"EV006924";"0/5 V"
"EV006926";"1 µA"
"EV006927";"1 1/4 inch external"
"EV006929";"1 mV"
"EV006930";"1 Ohm"
"EV006931";"1 modular spacing"
"EV006932";"1 inch external"
"EV006934";"1/2 inch external square"
"EV006935";"1/2x20 inch UNF"
"EV006937";"1/4 inch external square"
"EV006938";"1/4 inch internal hexagon"
"EV006939";"10 µA"
"EV006940";"10 Mbit"
"EV006941";"10 mV"
"EV006942";"254 mm (10 inch) mounting"
"EV006943";"10/100 BT"
"EV006944";"10/100 Mbit"
"EV006945";"10/100/1000 Mbit"
"EV006946";"100 µA"
"EV006947";"100 mV"
"EV006951";"10 Ix"
"EV006965";"16 mm"
"EV006966";"19 mm internal hexagon"
"EV006967";"482.6 mm (19 inch)"
"EV006968";"482.6 mm (19 inch) housing"
"EV006969";"482.6 mm (19 inch) device"
"EV006970";"1-fold and 2-fold"
"EV006971";"1-fold and 3-fold"
"EV006972";"1-fold with overvoltage protection"
"EV006973";"1 Ix"
"EV006974";"2 modular spacing"
"EV006975";"2x 1-fold"
"EV006976";"2x 2-fold"
"EV006977";"2x TAE F"
"EV006978";"2nd antenna"
"EV006982";"20 mm"
"EV006983";"21 mm internal hexagon"
"EV006986";"25 mm"
"EV006987";"2-fold and 1-fold with overvoltage protection"
"EV006988";"2-fold and 2-fold with overvoltage protection"
"EV006989";"2-fold with overvoltage protection"
"EV006990";"2-fold-cinch"
"EV006996";"2x RJ11 6(4)"
"EV006997";"2x RJ12 6(6)"
"EV006999";"2x RJ45 8(8)"
"EV007000";"3 modular spacing"
"EV007001";"3/4 inch external square"
"EV007002";"3/8 inch external square"
"EV007003";"3/8x24 inch UNF"
"EV007006";"32 mm"
"EV007009";"3N, 400/230V"
"EV007010";"3-phase"
"EV007011";"4 modular spacing"
"EV007014";"40-bit WEP"
"EV007018";"5 modular spacing"
"EV007019";"5/8x16 inch UNF"
"EV007022";"55 mm"
"EV007024";"5-pole"
"EV007026";"6 modular spacing"
"EV007029";"64-/128-bit WEP"
"EV007030";"640x480"
"EV007032";"7 mm"
"EV007033";"7 modular spacing"
"EV007034";"7/16 (DIN)"
"EV007035";"7/16 Connector"
"EV007038";"72.5 mm"
"EV007040";"8 modular spacing"
"EV007051";"Single mode 9/125"
"EV007053";"90 mm"
"EV007054";"95 mm"
"EV007055";"A+"
"EV007056";"A++"
"EV007070";"Removable work top"
"EV007071";"Trimmable (cut away)"
"EV007072";"Distance ring"
"EV007075";"AC 3 processor"
"EV007076";"Adapter"
"EV007078";"Additive operating and release delay"
"EV007079";"Additive operating delay"
"EV007080";"ADo 4"
"EV007081";"ADo 8"
"EV007082";"Maple"
"EV007083";"AI"
"EV007084";"Active glass-breakage indicator"
"EV007085";"Acoustic and optic"
"EV007086";"Acoustic glass-breakage indicator"
"EV007088";"Aluminium/copper"
"EV007090";"Aluminium case"
"EV007091";"Aluminium alloy"
"EV007092";"Analogue with single function"
"EV007093";"Analogue with multi function"
"EV007095";"Moulded-on push fit plug"
"EV007096";"Connection sleeve"
"EV007097";"Terminal bracket"
"EV007098";"Operating and release delay"
"EV007099";"Operating delay"
"EV007100";"Antenna connection"
"EV007101";"Antenna cable"
"EV007102";"Antenna coax plug"
"EV007103";"Wrist watch"
"EV007105";"Astro clock"
"EV007106";"Atlas Copco"
"EV007107";"On basic element"
"EV007108";"Surface mounting fix"
"EV007109";"Surface mounting modular"
"EV007113";"Surface and panel mounting"
"EV007114";"Snap on"
"EV007115";"Snapped on"
"EV007116";"Screw-on"
"EV007118";"Table top"
"EV007119";"Aluminium/stainless steel (V2A)"
"EV007120";"Correction blind"
"EV007122";"Off switch with control lamp"
"EV007123";"Passing break contact"
"EV007124";"Outdoor positioning"
"EV007125";"Dump"
"EV007127";"B10"
"EV007128";"B12"
"EV007129";"B16"
"EV007130";"Telescopic guide rail"
"EV007131";"Baking plate"
"EV007132";"Basis"
"EV007133";"Basis/terminals"
"EV007134";"Cotton"
"EV007135";"Shape of cup"
"EV007137";"Mounting lug"
"EV007138";"Mounting angle bracket"
"EV007139";"Petrol engine"
"EV007140";"Cutlery basket"
"EV007142";"Beaver tail"
"EV007143";"Up to 40 mm"
"EV007144";"Blue tempered"
"EV007146";"Lead link element"
"EV007147";"Blind plug"
"EV007148";"Strobe shoe adapter"
"EV007152";"Bottom perforation"
"EV007153";"Bend horizontal"
"EV007154";"Bend vertical falling"
"EV007155";"Bend vertical rising"
"EV007156";"Bore hole with M thread"
"EV007157";"Bosch"
"EV007159";"Fire protection foam"
"EV007160";"Beech"
"EV007163";"Camcorder"
"EV007164";"Cardbus"
"EV007166";"Cardbus Card"
"EV007167";"CAT I"
"EV007168";"CAT II"
"EV007169";"CAT III"
"EV007170";"CAT IV"
"EV007172";"CEE 60x60 mm"
"EV007173";"CEE 70x70 mm"
"EV007174";"Cobra"
"EV007175";"Compact Flash"
"EV007176";"Computer Associates"
"EV007177";"Connector/cable adapter"
"EV007178";"CT 1+"
"EV007179";"D II"
"EV007180";"D III"
"EV007182";"Roof surface pitched"
"EV007183";"Gutter clamp"
"EV007185";"Data net connection"
"EV007186";"PC interface and satellite/air/cable"
"EV007187";"Data medium"
"EV007188";"DCF 77 radio controlled"
"EV007190";"Cover clamp"
"EV007191";"Ceiling ventilator"
"EV007192";"DECT"
"EV007193";"DECT/GAP"
"EV007194";"DECT-basis"
"EV007195";"DECT-basis station"
"EV007196";"DECT-repeater"
"EV007197";"DECT-beam antenna"
"EV007198";"Decor-correction blind"
"EV007199";"Decor frame"
"EV007200";"Zinc/aluminium flake coating"
"EV007201";"Diamond"
"EV007202";"Digital with single function"
"EV007203";"Digital with multi function"
"EV007207";"DIN-strips"
"EV007208";"Double wall bracket"
"EV007209";"Double floor"
"EV007210";"Double floor outlet"
"EV007212";"Double nozzle"
"EV007213";"Double door"
"EV007214";"Double shell"
"EV007215";"Double bracket"
"EV007216";"Spagnolet"
"EV007217";"Print foil"
"EV007218";"Print head"
"EV007224";"Fragrances"
"EV007225";"Thin-film"
"EV007226";"Duplex printing unit"
"EV007231";"Through-feed hinge"
"EV007232";"DVD+R"
"EV007233";"DVD+RW"
"EV007234";"DVD-R"
"EV007235";"DVD-RAM"
"EV007236";"DVD-RW"
"EV007237";"Corner duct"
"EV007239";"Oak"
"EV007240";"Bucket"
"EV007242";"Installation mounting set"
"EV007243";"Installation scale"
"EV007245";"Single shielded"
"EV007246";"Singular profile"
"EV007247";"Built-in sensor"
"EV007248";"Hang in"
"EV007249";"Hang in and screw tight"
"EV007251";"Inserting"
"EV007252";"Snap in"
"EV007253";"Insert"
"EV007254";"On/off-switch wiping relay"
"EV007255";"On-switch wiping relay"
"EV007256";"Single-line"
"EV007257";"Single bucket"
"EV007258";"Single device"
"EV007259";"Electronic beam/analogue"
"EV007260";"Electronic with multi function"
"EV007261";"EMS"
"EV007262";"Energy technology"
"EV007264";"Natural gas and propane gas"
"EV007267";"Screed-covered"
"EV007271";"External motor"
"EV007272";"External device"
"EV007273";"F05-PCF"
"EV007274";"F05-POF"
"EV007275";"F07-PCF"
"EV007276";"Rebate clamp"
"EV007277";"Mushroom-shaped interceptor"
"EV007278";"Interception rod chamfered"
"EV007279";"Interception rod with connection flange"
"EV007280";"Interception rod with thread"
"EV007281";"Interception rod with tripod"
"EV007282";"Interception rod tapered"
"EV007283";"Coloured ribbon"
"EV007284";"Hue control"
"EV007285";"Colour/digital"
"EV007286";"Colour cartridge"
"EV007287";"Facade"
"EV007288";"Spring cover"
"EV007289";"Spring steel"
"EV007290";"Television set"
"EV007291";"Finished fire partition"
"EV007292";"Hard disc"
"EV007293";"Grease pan"
"EV007296";"Fire brigade alarm (red)"
"EV007297";"Fibre silicate"
"EV007298";"Filter set"
"EV007299";"Ridge/hip"
"EV007300";"Surface"
"EV007302";"Flat cable"
"EV007308";"Button head"
"EV007309";"Button head with square"
"EV007310";"Bottle cage"
"EV007311";"Photo camera"
"EV007312";"F-Quick"
"EV007313";"Frequency"
"EV007314";"Frequency shunt"
"EV007315";"Front blind"
"EV007318";"Panel mounting 72x72 mm"
"EV007322";"FSMA"
"EV007323";"FSMA-POF"
"EV007324";"FTZ-123 D12"
"EV007326";"For device cups"
"EV007327";"For equipment inset"
"EV007329";"GBIC"
"EV007330";"Counter shell"
"EV007331";"Gel"
"EV007332";"Vertical adjustable bend element"
"EV007333";"Vertical adjustable bend complete"
"EV007336";"Device"
"EV007337";"Device cup"
"EV007339";"Wall ducts"
"EV007340";"Sound filter"
"EV007341";"Apart"
"EV007343";"Thread connection"
"EV007344";"Thread-forming"
"EV007345";"Thread-cutting"
"EV007346";"Thread-cutting screws"
"EV007349";"Glass holder"
"EV007350";"Glass fibre"
"EV007351";"Glass fibre/aluminium"
"EV007352";"Gold/nickel"
"EV007353";"Gold/rhodium/nickel"
"EV007355";"Large spline shaft intake"
"EV007356";"Basic module"
"EV007357";"Group switch"
"EV007359";"Belt clip"
"EV007360";"H05RR-F"
"EV007361";"H05VV-F"
"EV007362";"H07BQ-F"
"EV007363";"H07RN-F"
"EV007365";"Hook blade"
"EV007366";"Half hard"
"EV007367";"Retaining collar"
"EV007368";"Hammer inserts"
"EV007369";"Hammer guiding rider"
"EV007370";"Hammer stage"
"EV007371";"Hanging"
"EV007373";"Hard rubber (ebonite)"
"EV007374";"Hard metal"
"EV007378";"House alarm (blue)"
"EV007381";"Hilti"
"EV007383";"Hollow floor"
"EV007384";"Hollow floor outlet"
"EV007386";"Hollow ceiling"
"EV007387";"Hollow head"
"EV007388";"HomeRF"
"EV007389";"Handset"
"EV007392";"HP open View/Windows"
"EV007393";"DIN (top hat) rail/combination-rail/C-rail"
